colnum_0,colnum_1,colnum_2,colnum_3,colnum_4,colnum_5,colnum_6,colnum_7,colnum_8,colnum_9,colnum_10,y,colcat_1
-5.10473551754041,-1.9736115175378752,0.8121855209740242,-2.214868042821208,-5.836717155029801,3.8382727461988093,-1.3649707296968054,-0.9353926047806453,-1.1382326365833861,-2.521127357070105,-2.0606030082198172,0.0,0.0
-6.505665571819921,-1.9553465192174528,1.6247393077214676,-0.9134638323673027,1.6944392426459125,1.2123635574456404,-3.737231923462021,-0.69024572926237,1.7741322650727152,1.2498986075014087,2.8152678145895287,0.0,0.0
-2.6115014973750457,0.509032779331372,0.3019898547655996,-1.4930020999569709,-6.429718841948445,3.443083809009869,-2.1979724150921953,-1.6990990772931465,-1.3097460683075617,-1.7082969919632298,0.5859859993304941,0.0,0.0
0.23308194288344106,-1.6256076644487893,3.3338819361922107,1.2315596816504801,-3.3254978407732745,-1.4625912261064293,0.7558645310281943,-0.8532695472008887,-1.3005807069438984,0.18159106993321616,-1.4095697662780804,0.0,0.0
3.3630189023800723,1.4976868293639383,-1.6593593327655447,-1.8185423938263838,-3.769968415838574,-0.9262381303925984,2.068809383367272,-2.4835796223341786,0.9523187673763458,-4.009779902958077,-2.9537170149349667,0.0,0.0
0.471287034183664,-1.5785488001400618,3.40475573322817,1.20645735118696,-1.3339833758177282,-2.9745154458986995,0.09419377468985768,-1.633148846136054,-0.1538164591822765,0.8024634483249659,-0.45924841813282047,0.0,0.0
-4.630155778152432,-4.960478518523849,1.7725367690538554,0.2173633406982074,4.369910767293107,-1.7625040612200404,-1.9728654107542143,0.14776285865804928,0.8690670685508648,1.015971394944223,0.0405258649249729,0.0,0.0
2.6362896954640584,-1.447065263690544,3.4772198136030807,2.03853234388379,-8.113626746515488,0.7648260392721933,3.073444680644917,-1.9101572779859985,-2.281494621020018,-0.39033067739182514,-1.174550186220892,0.0,0.0
-7.772720463687898,-3.6116092394953756,2.8966782672648765,1.8352284489169435,5.70762754417646,-1.7765802099645835,-3.411353747612709,3.726817299631649,1.1581191672407187,1.156208991394991,-0.2808331360060067,0.0,0.0
3.0074005396461834,0.2722147231675487,0.2699708262596635,0.8089724501785518,-3.3737133145613067,-2.0965408176464426,1.3087240016295052,-0.5441472733303385,-0.9938643443359828,-2.7574798644346767,-2.261096708015706,0.0,0.0
-0.5157645187329406,1.0291730487218902,1.162143062517272,3.307433429702077,-0.5321454611228494,-1.2507258528342264,-3.133281138623192,1.8068881661410163,-1.4119702927982067,0.7246284388248367,0.28364417924694707,0.0,0.0
